"","X","agency_cd","site_no","measurement_nu","measurement_dt","tz_cd","q_meas_used_fg","party_nm","site_visit_coll_agency_cd","gage_height_va","discharge_va","current_rating_nu","shift_adj_va","diff_from_rating_pc","measured_rating_diff","gage_va_change","gage_va_time","control_type_cd","discharge_cd","chan_nu","chan_name","meas_type","streamflow_method","velocity_method","chan_discharge","chan_width","chan_area","chan_velocity","chan_stability","chan_material","chan_evenness","long_vel_desc","horz_vel_desc","vert_vel_desc","chan_loc_cd","chan_loc_dist","river_name","SLOPE","LatSite","LonSite","area","width","velocity","slope","depth","n"
"312723",910567,"USGS",5116000,"885","1985-01-03","","Yes","JDH","USGS",4.69,1.22,"",NA,0.8,"FAIR",0,0.33,"CICE","MEAS",1,"Unspecified","WADE","QUNSP","",1.22,15.5,2.08,0.6,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"souris r",0.00026015,48.3722357,-101.5054414,0.19323824,4.7275,0.183,0.00026015,0.0408753548387097,0.010458478691961
"375357",892011,"USGS",3077500,"125","1945-10-02","","Yes","CJR","USGS",4.35,704,"",NA,NA,"Excellent",0.3,1.4,"DebrisLight","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",704,227,418,1.68,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"youghiogheny r",0.00586867,39.80535485,-79.3642019,38.833454,69.235,0.5124,0.00586867,0.560893392070485,0.101682825600742
"170775",731306,"USGS",6330000,"72","1933-06-30","","Yes","GLO","USGS",8.14,44100,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",44100,1080,11500,3.83,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00003363,48.1080792,-103.7146446,1068.3845,329.4,1.16815,0.00003363,3.24342592592593,0.0108776265088188
"360322",453060,"USGS",6236100,"110","1993-06-30 17:40:00","MDT","Yes","TFW","USGS",4.94,3580,"",NA,NA,"Good",-0.02,1.1,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",3580,225,956,3.75,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wind r",0.00134705,43.1289722,-108.2248333,88.815268,68.625,1.14375,0.00134705,1.29421155555556,0.0381092966234478
"371907",473551,"USGS",6186500,"398","1979-10-31","","Yes","WJP","USGS",2.58,560,"",NA,NA,"Good",NA,NA,"","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",560,232,361,1.55,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"yellowstone r",0.00151011,44.56709167,-110.3804056,33.537983,70.76,0.47275,0.00151011,0.473968103448276,0.0499695568814983
"345733",682417,"USGS",2458450,"67","1989-04-04 11:10:00","CDT","Yes","JWT","USGS",2.95,252,"",NA,NA,"Good",-0.08,0.6,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",252,45,76.4,3.3,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"village creek",0.00145982,33.5176059,-86.8791584,7.0977892,13.725,1.0065,0.00145982,0.517143111111111,0.0244573672333645
"355365",547409,"USGS",3364000,"546","2006-02-02 08:10:00","EST","Yes","BTR/BLB","USGS",1.88,2000,"",NA,NA,"Good",0,0.1,"Clear","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",2000,230,1480,1.35,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"white r",0.0006007,39.2000516,-85.9255464,137.49644,70.15,0.41175,0.0006007,1.9600347826087,0.0932261452137127
"185821",525411,"USGS",6807000,"5277","1989-04-28 11:00:00","CDT","Yes","JRS","USGS",10.28,40500," 7.0",-0.17,0,"FAIR",-0.22,2.25,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",40500,680,9410,4.3,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,874.21723,207.4,1.3115,0.00018533,4.21512647058823,0.0270860062552082
"343241",1121682,"USGS",9510000,"680","1988-01-17 12:05:00","MST","Yes","S/FD","USGS",1.85,320,"15.0",0.01,-0.312,"GOOD",0,0.59,"","MEAS",1,"Unspecified","CWAY","QUNSP","",320,158,211,1.51,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"verde r",0.03433369,33.80837509,-111.6634729,19.602533,48.19,0.46055,0.03433369,0.406775949367089,0.220878595641536
"84110",210261,"USGS",3578000,"209","1966-11-23","","Yes","J.L/D.E","USGS",3.02,41.4,"",NA,NA,"Fair",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",41.4,48.5,92.2,0.42,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"elk r",0.00089078,35.29679918,-85.8697528,8.5656566,14.7925,0.1281,0.00089078,0.579054020618557,0.161863460136296
"308672",781810,"USGS",13069500,"1064","1981-11-10 14:40:00","MST","Yes","JOG","USGS",2.84,1750,"",NA,NA,"Good",0.04,1.4,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1750,272,1010,1.73,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"snake r",0.00148259,43.12527778,-112.5188889,93.83203,82.96,0.52765,0.00148259,1.13105147058824,0.0792172028172919
"338350",408533,"USGS",10351700,"406","1989-06-27 10:30:00","PDT","Yes","NP","USGS",2.25,18," 7.0",0.06,NA,"FAIR",-0.01,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",18,39,30.3,0.59,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"truckee r",0.00177859,39.7773722,-119.3375222,2.8149609,11.895,0.17995,0.00177859,0.236650769230769,0.0896653577857171
"121357",78809,"USGS",2025500,"77","1944-09-09 11:20:00","EDT","Yes","RHT/MSB","USGS",3.85,434,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",434,270,328,1.32,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"james r",0.00129335,37.5012508,-79.2625287,30.472184,82.35,0.4026,0.00129335,0.370032592592593,0.0460409471015564
"352148",981743,"USGS",7326500,"738","1986-12-04 16:10:00","CST","Yes","CRB/JWF","USGS",9,1150,"",NA,NA,"Good",0,1,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",1150,92,286,4.02,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"washita r",0.00048377,35.08422846,-98.2433849,26.570258,28.06,1.2261,0.00048377,0.946908695652174,0.0172981228555363
"192809",357515,"USGS",6895500,"3582","2011-11-18 12:57:17","CST","Yes","JTL/AJG","USGS",13.77,63700,"",NA,NA,"Fair",NA,NA,"Unspecifed","MEAS",1,"MAIN","MBOT","QADCP","VADCP",63700,1070,15800,4.03,"FIRM","SAND","EVEN","unkn","UNEV","STND","DNST",225,"missouri r",0.0001899,39.2150194,-93.5152118,1467.8674,326.35,1.22915,0.0001899,4.49783177570094,0.0305487235987751
"102843",615151,"USGS",9431500,"1740","2007-06-14 10:15:00","MDT","Yes","pjs","USGS",4.56,76.8,"15.0",-1.02,0.1,"GOOD",0.04,1.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",76.8,28.5,27.5,2.8,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"gila r",0.00595975,32.72694444,-108.6755556,2.5548325,8.6925,0.854,0.00595975,0.293912280701754,0.0399608427825991
"121696",439182,"USGS",2025500,"438","2013-07-16 16:50:38","EDT","Yes","NEB/KMD","USGS",6.26,4250," 9.0",0.23,0,"GOOD",-0.01,0.26,"CLER","MEAS",1,"1","MBOT","QADCP","VADCP",4310,350,2980,1.45,"FIRM","SAND","EVEN","STDY","EVEN","UNFM","ATGA",0,"james r",0.00129335,37.5012508,-79.2625287,276.85094,106.75,0.44225,0.00129335,2.59345142857143,0.153500197269678
"101515",722135,"USGS",4227500,"1031","2011-08-02 18:12:30","EST","Yes","agm/jae","USGS",2.31,217,"",NA,NA,"Good",0,0.7,"Clear","MEAS",1,"GENESEE RIVER","WADE","QSCMM","VPAA",217,130,250,0.87,"FIRM","GRVL","EVEN","unkn","EVEN","STND","DNST",200,"genesee r",0.00075702,42.76666667,-77.83888889,23.22575,39.65,0.26535,0.00075702,0.585769230769231,0.0725914751105025
"184433",348513,"USGS",6807000,"3461","1967-11-18 09:30:00","CST","Yes","DAS","USGS",8.72,38000,"",0.05,NA,"GOOD",0.01,1.25,"","MEAS",1,"Unspecified","CRAN","QUNSP","",38000,684,8090,4.7,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,751.58527,208.62,1.4335,0.00018533,3.60265204678363,0.0223180739115153
"333101",484463,"USGS",8057410,"480","2015-10-26 15:42:54","CDT","Yes","BAC/LPH","USGS",20.24,9200,"14.0",-2.6,-7.4,"FAIR",-0.14,0.28,"MDDB","MEAS",1,"480","BRDS","QADCP","VADCP",9200,224,3050,3.02,"FIRM","SILT","EVEN","UNFM","EVEN","STDY","DNST",50,"trinity r",0.00003496,32.70763139,-96.7358319,283.35415,68.32,0.9211,0.00003496,4.14745535714286,0.0165704159303373
"175606",3091101,"USGS",6467500,"3092","1981-06-25","","Yes","WLB","USGS",17.52,31100,"14.0",0.25,NA,"GOOD",0.04,4.8,"","MEAS",1,"Unspecified","CRAN","QUNSP","",31100,1040,12800,2.42,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00027286,42.86610887,-97.3939479,1189.1584,317.2,0.7381,0.00027286,3.74892307692308,0.0540081231132523
"28996",120127,"USGS",6880500,"119","1958-07-11 00:01:00","CST","Yes","Beckman","USGS",7.05,654,"",NA,NA,"UNSP",NA,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",654,77,323,2.02,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"blue r",0.00246478,40.90305556,-97.1116667,30.007669,23.485,0.6161,0.00246478,1.27773766233766,0.0948853147677253
"114252",291545,"USGS",2303330,"293","2002-01-09 10:05:00","EST","Yes","tjo/ram","USGS",24.56,64.4,"",NA,NA,"Good",0.01,0.7,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",64.4,30.8,58.9,1.09,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"hillsborough r",0.00020826,28.0986111,-82.31138889,5.4719867,9.394,0.33245,0.00020826,0.582498051948052,0.0302765402601263
"295996",214960,"USGS",1350355,"114","1984-05-08","","Yes","JAR/GJC","USGS",4.22,1190,"",NA,NA,"Fair",0.05,1.3,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",1190,308,744,1.6,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"schoharie creek",0.00191163,42.53694444,-74.4105556,69.119832,93.94,0.488,0.00191163,0.735787012987013,0.073021403402934
"77284",298169,"USGS",5488500,"297","1959-08-29 11:55:00","CST","Yes","CDS/--S","USGS",3.49,1080,"",0,NA,"GOOD",-0.02,1.66,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",1080,436,693,1.56,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"des moines r",0.00018062,41.28139069,-92.861504,64.381779,132.98,0.4758,0.00018062,0.484146330275229,0.0174157792327968
"376796",514615,"USGS",3083500,"50","1935-10-15","","Yes","W/W","USGS",3.03,576,"",NA,NA,"Unspecified",-0.01,1,"","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",576,101,192,2.97,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"youghiogheny r",0.00005021,40.2402222,-79.8066944,17.837376,30.805,0.90585,0.00005021,0.579041584158416,0.00543432145609082
"31811",104012,"USGS",6883000,"1039","2016-01-05 11:13:00","CST","Yes","bhi","USGS",2.48,59.8,"30.1",-0.26,-2.9,"FAIR",0.01,0.5,"CLER","MEAS",1,"Main","WADE","QSCMM","VADV",59.8,50,35.6,1.68,"SOFT","SAND","EVEN","STDY","EVEN","STND","UPST",250,"blue r",0.00158441,40.3325,-98.0669444,3.3073468,15.25,0.5124,0.00158441,0.2168752,0.0280412860756341
"305016",1541184,"USGS",6864500,"942","1996-08-15 13:30:00","CDT","Yes","MKL","USGS",2.61,200,"45.0",NA,NA,"GOOD",0.02,0.83,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",200,106,114,1.75,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"smoky hill r",0.00059923,38.72667589,-98.2336684,10.590942,32.33,0.53375,0.00059923,0.327588679245283,0.0217943945747492
"215775",641539,"USGS",2215500,"640","2010-05-06 12:48:30","EDT","Yes","JJG/GBD","USGS",10.94,11600,"  15",NA,3.6,"GOOD",0.02,0.62,"CLER","UNSP",1,"","MBOT","QADCP","VADCP",11600,375,5570,1.91,"SOFT","SAND","UNEV","UNSP","UNSP","UNSP","DNST",100,"ocmulgee r",0.00006967,31.9201826,-82.6740274,517.46971,114.375,0.58255,0.00006967,4.52432533333333,0.0391945410089767
"234809",526292,"USGS",6656000,"916","1998-07-28 15:40:00","MDT","Yes","je2","USGS",5.99,4870,"",NA,NA,"Fair",0,1.7,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",4870,245,1890,2.57,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"platte r",0.00110053,42.28052427,-104.7546868,175.58667,74.725,0.78385,0.00110053,2.34977142857143,0.0748028926924605
"78833",89033,"USGS",5489500,"866","2012-05-21 14:16:00","CDT","Yes","JCM/GRW","USGS",4.32,6120,"17.0",0,-3,"FAIR",-0.22,0.32,"CLER","MEAS",1,"main","BRDS","QADCP","VADCP",6120,795,3240,1.89,"FIRM","BLDR","EVEN","PULS","EVEN","NSTD","UPST",500,"des moines r",0.00009459,41.01084795,-92.4112963,301.00572,242.475,0.57645,0.00009459,1.24138867924528,0.0194879499801277
"157729",162588,"USGS",14159110,"15","2005-01-06 11:08:00","PST","Yes","DOC","USGS",8.36,1900,"",NA,NA,"Fair",0,0.8,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",1900,165,380,5.01,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mckenzie r",0.00507427,44.1663755,-122.2565336,35.30314,50.325,1.52805,0.00507427,0.70150303030303,0.0368046129692198
"348688",2231248,"USGS",3323500,"343","2007-06-15 12:26:00","EST","Yes","BTR","USGS",9.3,56.7,"",NA,NA,"Good",0,0.3,"Clear","MEAS",1,"Imported Channel 1","WADE","QSCMM","VADV",56.7,68,57.1,0.99,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wabash r",0.00173746,40.85325,-85.4897778,5.3047613,20.74,0.30195,0.00173746,0.255774411764706,0.0556237720461009
"233663",412069,"USGS",13349400,"2","1961-10-13 16:10:00","PST","Yes","DHA","USGS",3.96,2.02,"",NA,NA,"Good",0,0.3,"","MEAS",1,"Imported Channel 1","WADE","QSCMM","unkno",2.02,7.1,3.02,0.67,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"pine creek",0.00394083,47.2065585,-117.504916,0.28056706,2.1655,0.20435,0.00394083,0.129562253521127,0.0786571495062936
"239661",165938,"USGS",6768000,"131","1980-04-07","","Yes","McKeone","USGS",3.6,5410,"",NA,NA,"UNSP",NA,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","VELC",5410,883,1790,3.02,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00130541,40.6825,-99.5405556,166.29637,269.315,0.9211,0.00130541,0.617479048697622,0.028443399613305
"265682",214781,"USGS",2080500,"213","1951-10-25 07:55:00","EST","Yes","FED","USGS",2.7,1910,"",0,NA,"GOOD",0.06,2.5,"","MEAS",1,"Unspecified","CWAY","QUNSP","",1910,634,2780,0.69,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"roanoke r",0.00049354,36.46,-77.6336111,258.27034,193.37,0.21045,0.00049354,1.33562776025237,0.128027286147218
"360794",327750,"USGS",6259000,"693","2008-08-21 12:00:00","MDT","Yes","KWB","USBR",4.44,1100,"",NA,NA,"Good",0.02,1.8,"","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1100,195,680,1.67,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wind r",0.02601307,43.4249575,-108.1789858,63.17404,59.475,0.50935,0.02601307,1.06219487179487,0.329646873596283
"169893",206521,"USGS",6090300,"290","2002-06-12 09:45:00","MDT","Yes","ARS/TCS","USGS",5.24,15000,"",NA,NA,"Fair",-0.06,2,"Clear","UNSP",1,"Imported Channel 1","CWAY","unspe","unkno",15000,590,3160,4.75,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.00423286,47.5844444,-111.0605806,293.57348,179.95,1.44875,0.00423286,1.63141694915254,0.0622348265243571
"88729",140352,"USGS",6800500,"1238","1963-06-10","","Yes","SHH","USGS",2.68,763,"",NA,NA,"GOOD",0.03,NA,"","UNSP",1,"","WADE","QSCMM","",763,241,439,1.74,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"elkhorn r",0.00038461,41.2933333,-96.2838889,40.784417,73.505,0.5307,0.00038461,0.554852282157676,0.0249524263704461
"279469",803219,"USGS",6803555,"472","2009-04-09 10:50:00","CDT","Yes","MJA","USGS",2.87,201,"30.0",0.09,0.5,"FAIR",NA,NA,"CLER","MEAS",1,"","WADE","QSCMM","VADV",201,165,150,1.34,"FIRM","SAND","EVEN","STDY","UNEV","UNSP","UPST",200,"salt creek",0.0002991,40.96555556,-96.4544444,13.93545,50.325,0.4087,0.0002991,0.276909090909091,0.0179774619420038
"360850",394602,"USGS",6259000,"761","2013-09-25 10:50:00","MDT","Yes","KWB","USBR",3.6,615,"",NA,NA,"Fair",0,1.3,"","MEAS",1,"Imported Channel 1","WADE","QSCMM","VPAA",615,186,358,1.72,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UPST",1000,"wind r",0.02601307,43.4249575,-108.1789858,33.259274,56.73,0.5246,0.02601307,0.58627311827957,0.215361221677403
"14373",14202,"USGS",10092700,"13","1972-06-14 06:50:00","MDT","Yes","GCA","USGS",6.55,2810,"",0,NA,"GOOD",0.02,1.08,"CLER","MEAS",1,"Unspecified","CWAY","QUNSP","",2810,141,1020,2.75,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"bear r",0.00017797,42.0129808,-111.92134,94.76106,43.005,0.83875,0.00017797,2.20348936170213,0.0269327999815213
"377594",2101263,"USGS",11413000,"727","2015-05-28 10:55:30","PDT","Yes","NWS","USGS",2.1,173,"0025",0,-6,"FAIR",0.01,1.75,"MALT","MEAS",1,"Main","WADE","QSCMM","VADV",173,75,159,1.09,"FIRM","BLDR","EVEN","STDY","EVEN","STND","UPST",700,"yuba r",0.01050724,39.5248937,-120.9380068,14.771577,22.875,0.33245,0.01050724,0.645752,0.230353683947531
"71441",291255,"USGS",1427207,"28","1968-10-08","","Yes","X","USGS",6.93,1980,"",NA,NA,"Unspecified",NA,NA,"Unspecifed","UNSP",1,"Imported Channel 1","UNSP","QSCMM","VPAA",1980,205,1510,1.31,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"delaware r",0.00447949,41.8672222,-75.21388889,140.28353,62.525,0.39955,0.00447949,2.24363902439024,0.287085863339983
"139992",119599,"USGS",9384000,"913","1993-05-26 14:00:00","MST","Yes","kms","USGS",2.8,58,"13.0",-0.04,NA,"GOOD",0,0.6,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",58,30,41.8,1.39,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"little colorado r",0.00295705,34.31448635,-109.362315,3.8833454,9.15,0.42395,0.00295705,0.424409333333333,0.0724388107491007
"291044",188972,"USGS",2320700,"187","1977-08-02","","Yes","Goi","USGS",3.22,0.09,"",NA,NA,"Unspecified",0,0.2,"","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",0.09,2.4,0.35,0.26,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"santa fe r",0.0008606,29.84635394,-82.2195493,0.03251605,0.732,0.0793,0.0008606,0.0444208333333333,0.0464000681026728
"347578",2291064,"USGS",9413500,"407","2013-09-12 11:17:30","MDT","Yes","ASB/JHH","USGS",5.88,449," 5.1",0.13,4.7,"GOOD",0,0.6,"CLER","MEAS",2,"imported main","WADE","QSCMM","VADV",449,113,168,2.68,"SOFT","SAND","EVEN","UNKN","EVEN","STDY","DNST",200,"virgin r",0.00144831,37.0144243,-113.6805163,15.607704,34.465,0.8174,0.00144831,0.452856637168142,0.0274559593250974
"180269",459611,"USGS",6610000,"4598","2002-04-15 13:30:00","CDT","Yes","MJN/RLK","USGS",14.97,28000," 5.0",0.33,0,"FAIR",0,0.5,"CLER","MEAS",1,"Unspecified","BOAT","QUNSP","",28000,567,8050,3.5,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00006841,41.25888735,-95.9225138,747.86915,172.935,1.0675,0.00006841,4.32456790123457,0.020566184386698
"372606",1371529,"USGS",6192500,"610","1988-05-18 14:50:00","MDT","Yes","PLK","USGS",5,10200,"",NA,NA,"Good",-0.04,1.4,"Clear","UNSP",1,"Imported Channel 1","CWAY","unspe","unkno",10200,307,1880,5.43,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"yellowstone r",0.00336755,45.5972111,-110.5664972,174.65764,93.635,1.65615,0.00336755,1.86530293159609,0.053095405171739
"134124",639131,"USGS",3290500,"638","2006-08-08 12:20:00","EDT","Yes","REP/TSL","USGS",8.37,468,"",NA,NA,"Fair",0,0.7,"DebrisModerate","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",468,271,2650,0.18,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"kentucky r",0.01481481,38.43895654,-84.9632844,246.19295,82.655,0.0549,0.01481481,2.97856088560886,4.58965477463965
"369224",4621021,"USGS",12484500,"641","2007-12-10 10:23:00","PST","Yes","WGL","USGS",31.19,1210,"",NA,NA,"Fair",0,0.9,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1210,204,610,1.98,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"yakima r",0.00196161,46.8626264,-120.480067,56.67083,62.22,0.6039,0.00196161,0.910813725490196,0.0689119196736005
"79524",350145,"USGS",5529000,"673","2013-04-22 14:09:00","CST","Yes","mel","USGS",9.51,4030,"24.0",0,-3.4,"GOOD",NA,NA,"","MEAS",1,"culvert","BRDS","QADCP","VADCP",486,23.2,214,2.28,"FIRM","LDGE","EVEN","STDY","EVEN","NSTD","UPST",2000,"des plaines r",0.00006926,42.08166667,-87.8905556,19.881242,7.076,0.6954,0.00006926,2.8096724137931,0.0238292486440942
"161016",185520,"USGS",6174500,"1519","1999-10-08 09:45:00","MDT","Yes","MSJ/MJ","USGS",2.36,256,"",NA,NA,"Good",NA,NA,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",256,110,112,2.29,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"milk r",0.0001088,48.13005278,-106.3643139,10.405136,33.55,0.69845,0.0001088,0.310138181818182,0.00684251802824043
"187911",694188,"USGS",6813500,"694","1962-04-06 11:10:00","CST","Yes","STA","USGS",15.31,94200,"",0,NA,"GOOD",-0.11,3,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",94200,655,17100,5.52,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00019509,40.05363889,-95.4224167,1588.6413,199.775,1.6836,0.00019509,7.95215267175572,0.0330523031128311
"143403",104693,"USGS",3498500,"492","1992-07-14 08:00:00","EDT","Yes","PHC","USGS",6.52,146,"",NA,NA,"Fair",0,0.5,"DebrisLight","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",146,164,167,0.87,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"little r",0.00138379,35.7856206,-83.88460359,15.514801,50.02,0.26535,0.00138379,0.310171951219512,0.0642368668387886
"202168",404321,"USGS",3176500,"403","1977-11-15","","Yes","hgh","USGS",5.33,7840,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",7840,721,4210,1.86,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"new r",0.00084643,37.3728986,-80.8606347,391.12163,219.905,0.5673,0.00084643,1.77859361997226,0.075283631517596
"80391",55792,"USGS",9168730,"54","2009-06-15 12:59:30","MDT","Yes","LBH/BRG","USGS",4.14,68.4," 2.2",-0.01,2.1,"FAIR",0.01,0.65,"CLER","MEAS",1,"","WADE","QSCMM","VPYG",68.4,38,36.8,1.86,"FIRM","BLDR","UNEV","PULS","UNEV","UNSP","UPST",5000,"dolores r",0.00294383,38.04443666,-108.905382,3.4188304,11.59,0.5673,0.00294383,0.294981052631579,0.0423811750682934
"75162",58968,"USGS",5476750,"588","1983-12-13 14:45:00","CST","Yes","JLH/NVF","USGS",4.2,733,"",NA,NA,"UNSP",NA,NA,"CLER","MEAS",1,"","UNSP","QSCMM","",733,140,272,2.69,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"des moines r",0.00189504,42.7194158,-94.2205182,25.269616,42.7,0.82045,0.00189504,0.591794285714286,0.0373999409275254
"88742",141615,"USGS",6800500,"1251","1963-12-05","","Yes","PDZ","USGS",2.5,576,"",NA,NA,"GOOD",0,NA,"","UNSP",1,"","WADE","QSCMM","",576,285,386,1.49,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"elkhorn r",0.00038461,41.2933333,-96.2838889,35.860558,86.925,0.45445,0.00038461,0.412545964912281,0.0239151113484239
"13779",52145,"USGS",10038000,"387","1989-12-07 16:20:00","MST","Yes","JAY","USGS",2.83,168," 6.0",0.03,0.6,"FAIR",0,0.5,"SICE","MEAS",1,"Unspecified","WADE","QUNSP","",168,104,107,1.57,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"bear r",0.00303723,42.1266021,-110.973243,9.940621,31.72,0.47885,0.00303723,0.313386538461538,0.0530998026473555
"238993",991218,"USGS",6768000,"927Z","1957-09-20","","Yes","Ender","USGS",2.22,375,"",NA,NA,"UNSP",NA,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","VELC",375,276,246,1.52,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00130541,40.6825,-99.5405556,22.854138,84.18,0.4636,0.00130541,0.271491304347826,0.032676383896105
"7679",50103,"USGS",7134180,"117","1988-03-18 08:15:00","MST","Yes","WFP","USGS",5.95,115," 3.0",0.17,-1,"FAIR",0,0.4,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",115,43,65,1.77,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00079365,38.0955649,-102.3107453,6.038695,13.115,0.53985,0.00079365,0.460441860465116,0.0311165379662988
